nom,type,adresse,telephone,site_web,lat,lng,email_contact,statut,notes
Club Dauphin,restaurant,Nice,+ 33 4 93 76 50 92,https://www.fourseasons.com/capferrat/dining/restaurants/club_dauphin/,43.6756386,7.3314455,,,OSM
Club House,restaurant,44 Boulevard Napoléon III Nice,,,43.6901654,7.2291291,,,OSM
Club Nautique de Nice,asso,50 Boulevard Franck Pilatte 06300 Nice,+33493893978,https://cnnice.fr/,43.6922114,7.2900025,,,OSM
Co-T-Café,bar,Nice,,,43.6961364,7.2606111,,,OSM
Coco,bar,Nice,+33 4 93 76 01 72,https://www.cocoonbeachnice.com/,43.6982022,7.2775907,,,OSM
Coffee 26,bar,Nice,,,43.6970057,7.2612595,,,OSM
Cok Bafa,restaurant,Nice,+33 4 93 01 22 34,,43.7081223,7.2609756,,,OSM
Colita,restaurant,Nice,,,43.698988,7.2816993,,,OSM
Colombus Café,bar,Nice,,,43.7054702,7.2651182,,,OSM
Columbus Café & Co,bar,Nice,,https://www.columbuscafe.com/boutique/nice-centre-ville/,43.6986477,7.2771388,,,OSM
Comédie de Nice,salle,Nice,,,43.703022,7.28552,,,OSM
Comme un dimanche,restaurant,Nice,,https://www.commeundimanche-nice.com,43.6998035,7.2849856,,,OSM
Comptoir Central Électrique,bar,Nice,,https://comptoircentralelectrique.fr/fr,43.7006626,7.2826447,,,OSM
Comptoir de l'Outre-Mer,asso,Nice,+33 9 80 68 57 28,https://www.comptoiroutremer.org/,43.7148829,7.2608241,,,OSM
Comptoir du Marché,restaurant,Nice,,https://www.comptoirdumarche.fr/,43.6974968,7.2750103,,,OSM
Copenhagen Coffee Lab,bar,Nice,,https://copenhagencoffeelab.com/cafes-france/,43.6987415,7.2772431,,,OSM
Coralie's burger,bar,06100 Nice,+33632372755,,43.7250571,7.249228,,,OSM
Cose Cosi,restaurant,Nice,+33 7 60 30 27 11,,43.69599,7.2755992,,,OSM
Côté Lounge,restaurant,Nice,+33 4 93 87 14 15,https://www.cote-lounge-restaurant-nice.com/,43.6967764,7.2647832,,,OSM
Côté Marais,restaurant,Nice,,,43.6973892,7.2750219,,,OSM
Côté Sud,restaurant,2 Rue du Professeur Maurice Sureau 06000 Nice,,,43.7156513,7.2717644,,,OSM
Couleurs Café,restaurant,Nice,+33 4 92 04 14 34,,43.7072683,7.2866178,,,OSM
Crazy tap dance,salle,Nice,,,43.7041516,7.2693438,,,OSM
Crazy Wok,restaurant,Nice,,http://crazy-wok.com,43.7041992,7.2650561,,,OSM
Crêperie Niçoise,restaurant,Nice,,https://www.la-creperie-nicoise-restaurant-nice.fr/,43.7002256,7.2645449,,,OSM
Crudo,restaurant,Nice,,,43.6987434,7.2858724,,,OSM
Cuisine des iles,restaurant,32 ter Avenue Saint-Augustin Nice,,,43.6780682,7.2266035,,,OSM
Culiacan Taco,restaurant,48 Rue Lamartine Nice,,,43.7056852,7.2668854,,,OSM
Cumin et Cannelle,restaurant,Nice,,https://www.cuminetcannelle.com/fr,43.7084862,7.2620579,,,OSM
D'AQUÌ,restaurant,Nice,,https://www.bistrodaqui-nice.com/,43.698923,7.2835427,,,OSM
D'Art Bnet's,restaurant,6 Rue des Combattants d'Afrique du Nord Nice,,https://www.dartbnets.fr,43.7063189,7.2598287,,,OSM
Da Andrea,restaurant,Nice,,,43.7077135,7.2637057,,,OSM
Daar Djerba,restaurant,Nice,,,43.6957476,7.2605742,,,OSM
dai ragazzi,bar,Nice,,,43.6956778,7.2598305,,,OSM
Darcom,restaurant,Nice,,,43.7033111,7.2640068,,,OSM
Davisto,restaurant,18 Rue Saint-Philippe 06000 Nice,+33 4 92 10 85 70,https://www.davisto.net/,43.6954577,7.2552412,,,OSM
Delano Cocktail Bar,bar,Nice,+33 4 93 87 94 71,,43.6990697,7.2659566,,,OSM
Delhi Belhi,restaurant,Nice,,https://delhi-belhi.com/,43.6959739,7.2758954,,,OSM
Deli Bao,restaurant,Nice,+33 9 88 43 23 40,,43.6976784,7.2662379,,,OSM
Deli Bo,restaurant,Nice,,,43.7068468,7.3156546,,,OSM
Deli Roll,restaurant,Nice,,,43.6971693,7.2620231,,,OSM
Délices de Corse,restaurant,Nice,,,43.7048397,7.284012,,,OSM
Delizi,restaurant,Nice,,https://delizidalpozzo.fr/,43.6971817,7.2617201,,,OSM
Demi Lune,restaurant,Nice,,https://restaurant-demilune.com/,43.6951522,7.2635964,,,OSM
Des Pizzas Mais Pas Que...,restaurant,22 Rue Sorgentino Nice,,,43.7105739,7.2917647,,,OSM
Di Piu,restaurant,Nice,+33 4 92 00 05 56,https://dipiu.fr/,43.6953993,7.2733207,,,OSM
Diva,restaurant,Nice,,,43.6879893,7.3358132,,,OSM
Django Bar,bar,Nice,,,43.6573721,7.1852463,,,OSM
Djourdjoura,restaurant,19 Rue Pertinax Nice,+33 4 93 80 58 78,,43.7050892,7.266695,,,OSM
Dolce Caffé,bar,Nice,,,43.6964702,7.2650471,,,OSM
Dolce Momento,bar,Nice,,,43.6949345,7.2613413,,,OSM
Dolce Vita,restaurant,Nice,,,43.657182,7.1836477,,,OSM
Doma,restaurant,Nice,,,43.7060833,7.2686361,,,OSM
Don Carlo,restaurant,Nice,,https://le-don-carlo-nice.fr,43.7008173,7.2667931,,,OSM
Dona,restaurant,Nice,,,43.6976393,7.2768954,,,OSM
Down Town,bar,Nice,,,43.696964,7.2768532,,,OSM
Dragon d'asie,restaurant,Nice,,,43.6679077,7.213548,,,OSM
Dry,restaurant,17 Quai de l'Amiral Courbet 06230 Villefranche-sur-Mer,+33 4 93 01 71 31,https://www.dryrestaurant.com,43.7041179,7.3124534,,,OSM
Du Rocher,bar,Nice,,,43.7069212,7.2559089,,,OSM
Dylano,restaurant,Nice,,,43.6579722,7.1895849,,,OSM
eat SUSHI,restaurant,Nice,,,43.6977423,7.2750628,,,OSM
Eataly Budget,restaurant,8 Avenue Pierre Isnard Nice,,https://www.eatalybudget.fr/,43.6808191,7.1996991,,,OSM
Eatsa,restaurant,Nice,+33 4 83 39 16 49,https://eatsa.fr/,43.7004693,7.2707504,,,OSM
École de Danse Fréva,salle,Nice,,https://www.ecolededansefreva.com/,43.7110273,7.2892746,,,OSM
Eden Coffee House,bar,Nice,,,43.662714,7.1941974,,,OSM
Eden Garden,restaurant,Nice,,https://eden-garden-bar.business.site/,43.6946598,7.2829034,,,OSM
Edgar,restaurant,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,+33 4 92 04 88 86,http://www.edgarburger.com/,43.6574939,7.1966752,,,OSM
Edmond,bar,8 Boulevard Gambetta Nice,+33961138534,,43.6956935,7.2564312,,,OSM
Eelam,restaurant,Nice,,,43.7064124,7.288816,,,OSM
El Almacen,restaurant,Nice,,,43.7090472,7.2628496,,,OSM
El Kantaoui,restaurant,Nice,,,43.7060453,7.2562256,,,OSM
El Merkado,bar,Nice,,https://el-merkado.com/,43.695647,7.2716758,,,OSM
Elisabeth,bar,Nice,,https://elisabethbar06.eatbu.com,43.6953056,7.2654757,,,OSM
Emilie and the Cool Kids,bar,Nice,+33 4 92 15 11 36,https://emiliescookies.com/places/nice-vieux-nice/,43.6970484,7.2733743,,,OSM
Emilie's Waffles,bar,Nice,,,43.6979893,7.2685128,,,OSM
Épicentre,restaurant,Nice,,https://restaurant-epicentre.com,43.6990647,7.2857191,,,OSM
Epiro,restaurant,Nice,+33 4 83 39 51 89,,43.6948192,7.2866931,,,OSM
Eros,bar,Nice,,,43.7008448,7.2826306,,,OSM
Escobar Club,bar,Nice,+33 6 51 73 62 02,,43.6566766,7.1812984,,,OSM
Espace Magnan,asso,Nice,,https://www.espacemagnan.com/,43.6926352,7.2455135,,,OSM
Espresso Saint-Roch,bar,2 Ruelle Saint-Roch Nice,,,43.7127527,7.2924031,,,OSM
espuma,restaurant,17 Promenade des Marinières 06230 Villefranche-sur-Mer,,,43.7066076,7.3136834,,,OSM
Essamba Long Courrier,restaurant,Nice,,,43.7059576,7.2655849,,,OSM
Etna Rosso,restaurant,Nice,,,43.6974304,7.2768458,,,OSM
Évasion,restaurant,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,,,43.6574237,7.1969903,,,OSM
Faculty Club Nice,asso,22 Route de Turin 06300 Nice,,https://web.univ-cotedazur.fr//en/international/welcome-center/logement/faculty-club,43.7106389,7.2850239,,,OSM
Fanfan et Loulou,bar,Nice,,,43.6998119,7.2868059,,,OSM
Farago on the Roof,restaurant,Nice,,https://www.faragoontheroof.com/,43.6940286,7.2530353,,,OSM
Figue & Olive,restaurant,152 Cal de Spagnol Soutran 06200 Nice,+33493867044,,43.6956714,7.201132,,,OSM
Filipa & Daniel,bar,22 Rue de l'Abbé Grégoire Nice,,,43.7044563,7.2574367,,,OSM
Fine Geule,restaurant,Nice,+33 4 93 80 21 64,https://finegueule.fr/,43.696034,7.2718379,,,OSM
Fjord,restaurant,Nice,+33 4 93 26 20 20,https://www.fjord.fr/,43.6990744,7.2841179,,,OSM
Flaveur,restaurant,25 Rue Gubernatis Nice,+33 4 93 625 395,,43.7013005,7.2718374,,,OSM
Fleur de Jade,restaurant,Nice,,https://fleurdejade.com,43.7027095,7.2641,,,OSM
Flowers,restaurant,3 Rue Provana de Leyni Nice,,,43.7024497,7.2713743,,,OSM
FOAM,bar,Nice,+33 4 93 89 53 92,https://www.foamnice.com/,43.6980035,7.2865689,,,OSM
Folliet,bar,Nice,,,43.7015735,7.2684322,,,OSM
Food City,restaurant,Nice,,,43.7027069,7.2642426,,,OSM
Foodie,bar,Nice,,https://restaurant-foodie.fr,43.6985873,7.2703035,,,OSM
Forum Jorge François,salle,Nice,,https://www.forumjorgefrancois.fr/,43.6960487,7.257329,,,OSM
Franchin,restaurant,Nice,+33 4 93 87 15 74,https://www.franchin.net/,43.6963914,7.2641986,,,OSM
Franco,bar,Nice,,,43.7004424,7.2800571,,,OSM
French coffee shop,bar,Nice,,,43.7080769,7.262936,,,OSM
Frisson,restaurant,Nice,,,43.6975861,7.275543,,,OSM
Full Bloom Café,bar,14 Rue Emmanuel Philibert Nice,,,43.6990974,7.2830297,,,OSM
Fun Sushi,restaurant,Nice,+33 4 93 54 40 14,https://www.funsushinice.fr/,43.6972175,7.2622501,,,OSM
Fuzion,restaurant,Nice,,,43.6795024,7.2288321,,,OSM
Gago,bar,Nice,,,43.6954867,7.2635159,,,OSM
Galinetta,restaurant,Nice,+33 4 93 18 02 31,https://galinettanice.fr/,43.7007658,7.2772528,,,OSM
Garden Café,bar,Nice,,,43.6978748,7.2560775,,,OSM
Gare du Sud,restaurant,Nice,,,43.7092744,7.2612541,,,OSM
Gigi Tavola,restaurant,Nice,+33 4 93 31 72 65,https://www.gigitavola.com/,43.6977029,7.2865268,,,OSM
Gillou,restaurant,30 Rue Alberti Nice,,,43.70103,7.2711877,,,OSM
Gina,restaurant,Nice,+33 4 22 78 02 08,https://restaurantgina.com,43.6975045,7.2695026,,,OSM
Ginette,bar,Nice,,,43.7001668,7.2691672,,,OSM
Gioia,restaurant,Nice,+33 4 93 88 56 57,https://www.gioianice.fr/,43.7024135,7.272107,,,OSM
Giorgia,restaurant,Nice,,,43.6978167,7.2711914,,,OSM
Giovanni,restaurant,Nice,,,43.704895,7.2837994,,,OSM
Glacier Alexis,bar,Nice,,,43.7056518,7.2865119,,,OSM
GojiGoji,bar,Nice,,,43.6977878,7.2660558,,,OSM
Goût du Brésil,bar,Nice,,,43.6962883,7.2517909,,,OSM
Goya,bar,Nice,,,43.7000193,7.2845686,,,OSM
Göz,restaurant,4 Rue Pierre Dévoluy Nice,,https://goz-nice.fr/,43.7033292,7.274118,,,OSM
Grand Café du Maghreb,bar,Nice,,,43.707386,7.2653894,,,OSM
Grazie Mille,restaurant,Nice,,,43.7032027,7.2893214,,,OSM
Green Meridia,restaurant,25 Avenue Simone Veil 06200 Nice,+33975381780,https://green-meridia.eatbu.com/,43.679958,7.2038764,,,OSM
Grillades de l'Avenue,restaurant,Nice,,,43.7035178,7.2815055,,,OSM
Groovin',bar,Nice,,,43.6972064,7.2745847,,,OSM
Gusti,restaurant,28 Rue d'Angleterre Nice,+33 4 83 39 19 52,,43.7047749,7.2647787,,,OSM
Güz'el,restaurant,Nice,,,43.709988,7.2601302,,,OSM
Gymnase Les Glacis,asso,15 Avenue du Général de Gaulle 06230 Villefranche-sur-Mer,,,43.7006384,7.3088517,,,OSM
Halle spada,salle,Nice,,,43.7146055,7.2883,,,OSM
Hamov,bar,Nice,,,43.699851,7.2682701,,,OSM
Hanoï Opéra,restaurant,Nice,,,43.6962408,7.2617018,,,OSM
Havana,bar,Nice,,,43.6959538,7.2610614,,,OSM
Helios,restaurant,Nice,,,43.6981309,7.2761677,,,OSM
Hely,restaurant,Nice,,,43.7005419,7.287934,,,OSM
Hermitage Du Col D'Eze,restaurant,1951 Avenue des Diables Bleus 06360 Nice,+33 4 93 17 31 00,https://restaurant-le-v.com/,43.7314276,7.3415312,,,OSM
High Club,bar,45 Promenade des Anglais Nice,,https://www.highclub.fr,43.6940025,7.2559561,,,OSM
Hippopotamus,restaurant,Nice,+33 4 93 92 42 77,https://restaurants.hippopotamus.fr/hippopotamus-steakhouse-4844a550f049,43.6976371,7.2705424,,,OSM
Hit à Nissa !,restaurant,Nice,,,43.7039709,7.2699621,,,OSM
HOBO,bar,Nice,+33950807898,https://www.hoboshop.fr/,43.6967352,7.2758847,,,OSM
Honey Love Tea,bar,Nice,+33 4 23 20 73 19,,43.698,7.2763715,,,OSM
Hôtel Amour Beach,restaurant,47 Promenade des Anglais Nice,+33 4 97 14 00 83,https://www.hotelamouralaplage.fr/,43.6933525,7.2560225,,,OSM
Hug Café,bar,Nice,,https://www.hugcafenice.com/,43.7036038,7.2657817,,,OSM
Iberica,restaurant,Nice,,,43.7020668,7.2770552,,,OSM
Ikaro,bar,Nice,,,43.6964578,7.2771221,,,OSM
Ikko Ramen,restaurant,Nice,+33 9 51 07 61 76,https://ikkoramen.com/,43.6971078,7.2748738,,,OSM
Il paesello,restaurant,Nice,,,43.7041819,7.2678372,,,OSM
il vicoletto,restaurant,Nice,,https://www.il-vicoletto.fr/,43.6967793,7.2642884,,,OSM
Immo,bar,Nice,,,43.6959442,7.2620204,,,OSM
Indian Curry & Tandoori,restaurant,Nice,,,43.6962014,7.2608223,,,OSM
Indian Food Corner,restaurant,16 Boulevard Saint-Roch 06300 Nice,,,43.7098125,7.2930012,,,OSM
Indian Lounge,restaurant,Nice,+33 4 93 85 38 39,https://www.restaurant-indianlounge-nice.com/fr,43.6968957,7.2772261,,,OSM
Indigo,restaurant,Nice,+33 4 89 97 96 83,,43.7015809,7.2884941,,,OSM
Influence,restaurant,Nice,,,43.7007053,7.2839994,,,OSM
Isabelle's,restaurant,Nice,,,43.6578715,7.1867611,,,OSM
Ishtar,restaurant,29 Rue Paganini Nice,,,43.7041207,7.2637327,,,OSM
IT Villagio,restaurant,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,,,43.657737,7.1977526,,,OSM
Jacques en terrasse,restaurant,Nice,,,43.6954807,7.2748268,,,OSM
Jadis,restaurant,Nice,,,43.6991475,7.2838625,,,OSM
JAN,restaurant,Nice,+33 4 97 19 32 23,https://janonline.com/restaurantjan/,43.6998235,7.2848055,,,OSM
Jardin d'Afrique,restaurant,Nice,,,43.7076565,7.2659178,,,OSM
Jardin du Cap,restaurant,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,,,43.6593647,7.1977066,,,OSM
Jeannot,bar,Nice,+33493807193,https://www.boulangeriejeannot.com/,43.695662,7.2721484,,,OSM
Joe & the Juice,bar,Nice,,https://joejuice.com,43.6654407,7.2131249,,,OSM
Jojo's,restaurant,Nice,+33 6 35 91 06 63,https://jojo-s.fr/,43.7060264,7.2677616,,,OSM
Jojo's Dough,bar,Nice,,,43.7051533,7.2639652,,,OSM
Jonathan's,bar,Nice,+33 4 93 62 57 62,,43.6979885,7.2769504,,,OSM
Joseph,restaurant,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,,https://www.josephcap3000.fr,43.6577996,7.1963519,,,OSM
Jour Galeries Lafayette Nice,restaurant,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,+33 4 92 12 91 85,https://cmdfrance.jour.fr/fr/shops/healthy/nice-cap3000,43.6578613,7.1975237,,,OSM
Juliette,bar,Nice,,,43.7097714,7.2613377,,,OSM
Kagura,restaurant,Nice,,,43.7045735,7.2642575,,,OSM
Kai's Monkey Business,bar,2 Place Pellegrini 06300 Nice,+33 6 13 19 58 89,https://www.kaismonkeybusiness.com/,43.7033937,7.2820044,,,OSM
Kalos,restaurant,Nice,,https://kalosnice.com/order,43.7008146,7.2824646,,,OSM
Kavkaz,restaurant,16 Boulevard François Grosso Nice,,,43.6961442,7.2518148,,,OSM
Kesar,restaurant,Nice,,,43.7012675,7.2662558,,,OSM
Khae Sarap,restaurant,Nice,,https://khaesarap-nice.com/,43.7060133,7.2573575,,,OSM
King Marcel,restaurant,Nice,+33 4 93 54 63 55,https://restaurant.kingmarcel.fr/fr/king-marcel-nice,43.695447,7.2752506,,,OSM
King Sushi & Wok,restaurant,Nice,+33 9 82 25 79 39,https://kingsushiandwok.com/,43.7043237,7.2819855,,,OSM
King's Pub,bar,Nice,,https://kings-nice.com/,43.6967229,7.2747339,,,OSM
Klubber,bar,Nice,,,43.6975724,7.2768834,,,OSM
Koko Green,bar,Nice,+33 7 81 63 14 88,https://www.kokogreen.com/,43.6980286,7.276887,,,OSM
Kooc Bao,restaurant,1 Rue Biscarra 06000 Nice,+33986166913,https://www.kooc-bao.com/,43.7032204,7.2704277,,,OSM
Kooc Tea,restaurant,9 Avenue du Maréchal Foch 06000 Nice,+33988587536,https://www.kooc-tea.com/,43.7036036,7.270048,,,OSM
Korner's,restaurant,4 Avenue François Mitterrand Nice,,https://korners.fr/,43.709986,7.285915,,,OSM
Kosma Piano Bar,bar,Nice,+33 4 89 03 47 46,https://www.kosmaclub.com/,43.6988217,7.270197,,,OSM
Koyo,restaurant,Nice,,https://www.koyonice.com/,43.7031492,7.2672585,,,OSM
Kraken,bar,Nice,+33 7 67 94 73 65,https://www.krakenbar.fr,43.6982109,7.2767144,,,OSM
Kumano,restaurant,Nice,+33 4 93 04 58 92,https://restaurant-kumano.fr/,43.7027402,7.2690366,,,OSM
l'Acropolis,bar,Nice,,,43.7044068,7.2820375,,,OSM
L'Agua,restaurant,Nice,+33497190815,,43.6961989,7.2869132,,,OSM
l'Alchimie,restaurant,Nice,+33 4 93 54 61 85,https://www.lalchimie-restaurant.com/,43.6989591,7.2644789,,,OSM
L'Altra Casa,restaurant,Nice,,,43.7098687,7.2615231,,,OSM
L'Antica,restaurant,Nice,+33 9 83 74 61 89,https://lantica.fr/fr,43.7007444,7.2614345,,,OSM
l'antidote,restaurant,Nice,,https://lantidotenice.fr,43.6963502,7.2616792,,,OSM
L'Antre,bar,Nice,,,43.6968268,7.2767177,,,OSM
L'apo café,bar,Nice,,,43.7007835,7.2666801,,,OSM
L'appart,restaurant,Nice,+33 4 89 98 97 53,https://restaurant-lappart.fr/,43.7039651,7.2682092,,,OSM
L'Ardoise,bar,Nice,,,43.6964862,7.2514144,,,OSM
L'Atelier,restaurant,Nice,,https://www.l-atelier-restaurant-nice.com/,43.7016199,7.2762919,,,OSM
L'Atoll,restaurant,Nice,,,43.6578885,7.1869652,,,OSM
L'auberg'in,restaurant,2 Traverse Giacobi 06300 Nice,,https://restaurantlaubergin.com/,43.7110912,7.2922337,,,OSM
L’Authentique,restaurant,Nice,+33 7 85 28 21 39,https://lauthentiquepizza.com/la-carte-pizzeria-liberation/,43.7113582,7.2587864,,,OSM
L'Autobus,restaurant,142 Avenue de Gairaut Nice,+33493844988,,43.7339606,7.2616404,,,OSM
L'Aziz,restaurant,51 Avenue Saint-Augustin Nice,,,43.6767045,7.2256328,,,OSM
L’Eau de Vie,restaurant,Nice,+33 6 24 25 42 91,https://www.restaurant-eaudevie.fr/,43.7016512,7.2757035,,,OSM
L'Ecurie,restaurant,Nice,+33 4 93 62 32 62,https://www.restaurant-lecurie-nice.fr/,43.6976575,7.2752788,,,OSM
L'Éden,restaurant,Nice,,,43.657937,7.1881164,,,OSM
L'entre 2,restaurant,455 Promenade des Anglais Nice,,,43.6674599,7.2138822,,,OSM
L'Entre Nous,bar,2 Ruelle Saint-Roch Nice,+33 6 20 57 08 46,https://lentre-nous-nice.fr,43.7127647,7.2922057,,,OSM
L'EpicéA,bar,22 Avenue Saint-Sylvestre Nice,+33 4 93 98 80 89,,43.7255449,7.2495916,,,OSM
L’epicerie Georges,restaurant,Nice,,,43.6961158,7.2770004,,,OSM
L'escale,asso,Nice,,,43.706086,7.2826257,,,OSM
L'Escale,restaurant,Nice,,,43.7053366,7.2559641,,,OSM
L'Escalinada,restaurant,Nice,+33 4 93 62 11 71,https://www.escalinada.fr/,43.6996311,7.2789959,,,OSM
L'escapade,bar,Nice,,,43.7005407,7.286305,,,OSM
L'Esterel,restaurant,Nice,+33 4 97 19 18 36,https://lesterel.com,43.7050341,7.2891318,,,OSM
L'Etna,restaurant,455 Promenade des Anglais Nice,,,43.6676597,7.2142134,,,OSM
L'Evelina,restaurant,Nice,,,43.6972466,7.2751944,,,OSM
L'Excellence,bar,Nice,,,43.7067826,7.2568298,,,OSM
L'Heteroclite,restaurant,Nice,,,43.697043,7.2767694,,,OSM
L'Horloge,restaurant,Nice,+33 4 97 20 25 24,https://hotel-aston.com/restaurant-3/,43.6980213,7.2720279,,,OSM
L'Hortensia,bar,Nice,,,43.6841795,7.2339085,,,OSM
L'Idem Café,bar,Nice,,,43.6569928,7.1825654,,,OSM
L'impasse Café,bar,Nice,,,43.7065815,7.2832641,,,OSM
L'Infinity's,bar,Nice,,,43.657213,7.1838488,,,OSM
L’inizio,restaurant,342 Avenue Sainte-Marguerite Nice,+33 4 93 28 91 88,https://restaurant-inizio.fr,43.6970119,7.199768,,,OSM
l'insolent,restaurant,26 Boulevard Victor Hugo Nice,,,43.6993594,7.2635883,,,OSM
L'Instant,restaurant,Nice,,https://www.linstant-nice.com/,43.708465,7.261981,,,OSM
L'Oasis,bar,90 Boulevard Napoléon III Nice,,,43.6849974,7.2248789,,,OSM
L'Oiseau d'Été,restaurant,Nice,,,43.6966307,7.2618427,,,OSM
L'Oliveraie,restaurant,58 Route Félix Garel 06670 Nice,+33 4 93 37 92 72,,43.7597596,7.2306018,,,OSM
l'Olivier,restaurant,13 Rue Biscarra Nice,+33 4 93 62 93 55,https://lolivier-nice.eatbu.com,43.7028139,7.2692719,,,OSM
L'Olivula,restaurant,13 Quai de l'Amiral Courbet 06230 Villefranche-sur-Mer,+33 4 93 01 90 12,https://www.olivula-restaurant.fr,43.7039403,7.3122765,,,OSM
L'Omega,bar,Nice,,https://lomegaclub.business.site/,43.6984179,7.2686657,,,OSM
L'Opera plage,restaurant,Nice,,,43.6947343,7.2724973,,,OSM
l'Orée du Port,restaurant,Nice,+33 9 81 45 90 92,,43.695798,7.2860116,,,OSM
L'Oursin bleu,restaurant,11 Quai de l'Amiral Courbet 06230 Villefranche-sur-Mer,+33 4 93 01 90 12,,43.703862,7.3122323,,,OSM
L'Outsider,bar,11 Rue de Châteauneuf Nice,,,43.7010469,7.2548959,,,OSM
L'Ovale,restaurant,Nice,,,43.7006053,7.2711213,,,OSM
L'Union,restaurant,1 Rue Michelet Nice,,,43.7145597,7.2611569,,,OSM
L'Uzine,restaurant,Nice,+33 4 93 56 42 39,https://www.luzine-restaurant.com/,43.6994799,7.2839247,,,OSM
La 36ème Chambre,bar,Nice,,,43.7020327,7.2746394,,,OSM
La Bagnata,bar,Nice,,,43.6993249,7.2848096,,,OSM
La Baleine Joyeuse,restaurant,Nice,,,43.6983756,7.3069184,,,OSM
La Barque Bleue,restaurant,Nice,+33 4 93 55 39 74,https://restaurant-la-barque-bleue.fr/,43.6974706,7.2864854,,,OSM
La Belle Etoile,restaurant,Nice,,,43.7041615,7.3114255,,,OSM
La Bonne Pause,restaurant,455 Promenade des Anglais Nice,,https://www.labonne-pause.fr/,43.6676999,7.2144707,,,OSM
La Boule noire,bar,Nice,,,43.6962487,7.2652691,,,OSM
La Boulisterie Club,restaurant,Nice,+33 4 93 89 34 96,https://www.laboulisterie.com/club,43.6998571,7.2844051,,,OSM
La Brioche Chaude,bar,Nice,,,43.7037763,7.2662431,,,OSM
La busca,restaurant,Nice,,,43.6676797,7.1920761,,,OSM
La Buvette du Musée,bar,36 Avenue du Docteur Ménard Nice,+33493538732,https://musees-nationaux-alpesmaritimes.fr/chagall/la-buvette-du-musee,43.7095503,7.2695961,,,OSM
La Cabane,bar,Nice,,,43.6579782,7.1897959,,,OSM
La Cambuse,restaurant,Nice,+33 4 93 80 82 40,https://www.lacambuse.com/,43.6957229,7.2755514,,,OSM
La Cantina,restaurant,317 Avenue Eugène Donadeï 06700 Saint-Laurent-du-Var,,,43.6574809,7.196858,,,OSM
La Cantine d'Olive,restaurant,Nice,,,43.6568715,7.1821108,,,OSM
La Cantine de Jo,restaurant,Nice,,https://www.cantinedejo.com/,43.6963627,7.2721598,,,OSM
La Cantine de Mémé,restaurant,Nice,+33 9 67 38 85 31,https://www.lacantinedememe.fr/,43.6987301,7.2669947,,,OSM
La Caravelle,restaurant,3 Rue de l'Église 06230 Villefranche-sur-Mer,,,43.7035435,7.3117024,,,OSM
La Casa di Gadia,restaurant,Nice,,,43.720223,7.2962435,,,OSM
La Casbah,restaurant,3 Rue du Docteur Albert Balestre 06000 Nice,+33 4 93 55 87 15,https://lacasbah-nice.fr/,43.7025692,7.2694522,,,OSM
La cave Bocchi,bar,Nice,,,43.7086664,7.2632322,,,OSM
La cave de Peixes,restaurant,Nice,+33 4 93 85 96 15,https://www.peixes.fr/,43.699751,7.2811378,,,OSM
La Cave du Fromager,restaurant,Nice,,https://www.lacavedufromager.fr/,43.696723,7.276796,,,OSM
La Cave Nature,restaurant,17 Rue du Poilu Nice,+33 9 84 38 15 09,,43.7038942,7.3116562,,,OSM
La Charbonnade,restaurant,Nice,+33 4 93 55 21 36,https://la-charbonnade-nice.eatbu.com,43.6980548,7.277607,,,OSM
La Chaumière,restaurant,384 Boulevard de l'Observatoire 06300 Nice,,https://la-chaumiere-nice.com/,43.7167876,7.3122506,,,OSM
La Civette,bar,Nice,+33 4 93 80 80 59,,43.7041423,7.2701365,,,OSM
La Civette Garibaldi,restaurant,Nice,,,43.7004526,7.2792524,,,OSM
La Claire Fontaine,restaurant,Nice,,,43.6971762,7.2765397,,,OSM
La Claque,bar,Nice,,https://www.laclaquecafe.com/boutique-nice/,43.6976512,7.2763215,,,OSM
La Coccinelle,restaurant,Nice,,https://lacoccinelle.000webhostapp.com/,43.6933373,7.2508682,,,OSM
La Corderie,restaurant,20 Quai de la Corderie 06230 Villefranche-sur-Mer,+33 4 93 76 61 31,,43.6976581,7.3065876,,,OSM
La coupe d'argent,bar,3 Place Commandant Marcel Gérome Nice,,,43.7250087,7.2747805,,,OSM
La Cucina,restaurant,Nice,,,43.6963308,7.264757,,,OSM
La Cuisine,restaurant,15 Rue du Poilu Nice,,,43.7038406,7.3116361,,,OSM
La dame au Cerf,bar,2 Rue de Lépante Nice,,,43.7029584,7.2708853,,,OSM
La délicieuse,restaurant,Nice,,,43.7044217,7.2559415,,,OSM
La Dinette,restaurant,Nice,,,43.6985997,7.2669706,,,OSM
La Favola,restaurant,Nice,+33 4 93 04 45 23,https://la-favola.com/,43.6958859,7.2737237,,,OSM
La Femme de boulanger,restaurant,Nice,+33 4 89 03 43 03,,43.6963551,7.2649234,,,OSM
La ficelle,restaurant,33 Avenue Émile Henriot Nice,+33 4 93 83 29 37,https://laficelle.business.site/,43.6943904,7.244967,,,OSM
